dataset,category,seed,fallback_budget,fast_only_auroc,risk_auroc,random_auroc,fast_score_auroc,uncertainty_auroc,fast_only_recall,risk_recall,random_recall,fast_score_recall,uncertainty_recall,risk_delta,risk_recall_delta,risk_minus_fast_score,risk_minus_uncertainty,fallback_rate,fallback_count,total
MVTec,tile,5,0.1,0.9076479076479076,0.9754689754689755,0.8412698412698413,0.9076479076479076,0.9076479076479076,0.7261904761904762,0.9523809523809523,0.10714285714285714,0.7261904761904762,0.7261904761904762,0.1341991341991342,0.8452380952380952,0.06782106782106789,0.06782106782106789,0.10256410256410256,12,117
MVTec,toothbrush,5,0.1,0.9777777777777777,0.9777777777777777,0.8333333333333334,0.9777777777777777,0.9777777777777777,0.9,0.9,0.1,0.9,0.9,0.14444444444444438,0.8,0.0,0.0,0.11904761904761904,5,42
MVTec,transistor,5,0.1,0.8583333333333333,0.7970833333333334,0.81875,0.8583333333333333,0.8108333333333333,0.525,0.375,0.125,0.525,0.075,-0.021666666666666612,0.25,-0.061249999999999916,-0.013749999999999929,0.1,10,100
MVTec,wood,5,0.1,0.7263157894736842,0.9850877192982456,0.6710526315789473,0.7263157894736842,0.7271929824561404,0.43333333333333335,0.8833333333333333,0.08333333333333333,0.43333333333333335,0.45,0.3140350877192982,0.7999999999999999,0.2587719298245613,0.2578947368421052,0.10126582278481013,8,79
MVTec,zipper,5,0.1,0.9178046218487395,0.8626575630252101,0.8159138655462185,0.9178046218487395,0.8752626050420168,0.7563025210084033,0.058823529411764705,0.10084033613445378,0.7563025210084033,0.11764705882352941,0.04674369747899165,-0.04201680672268908,-0.05514705882352933,-0.012605042016806678,0.10596026490066225,16,151
MVTec,bottle,17,0.1,0.9515873015873015,0.9841269841269841,0.9246031746031746,0.9515873015873015,0.9515873015873015,0.6984126984126984,0.9523809523809523,0.12698412698412698,0.6984126984126984,0.6984126984126984,0.05952380952380942,0.8253968253968254,0.032539682539682535,0.032539682539682535,0.10843373493975904,9,83
MVTec,cable,17,0.1,0.787856071964018,0.8429535232383808,0.7016491754122939,0.787856071964018,0.796664167916042,0.2717391304347826,0.5652173913043478,0.07608695652173914,0.2717391304347826,0.32608695652173914,0.14130434782608692,0.48913043478260865,0.05509745127436283,0.0462893553223388,0.1,15,150
MVTec,capsule,17,0.1,0.7287594734742721,0.7239728759473474,0.5939369764658955,0.7287594734742721,0.6194654966094935,0.23853211009174313,0.3211009174311927,0.09174311926605505,0.23853211009174313,0.08256880733944955,0.1300358994814519,0.22935779816513763,-0.004786597526924674,0.10450737933785392,0.10606060606060606,14,132
MVTec,carpet,17,0.1,0.5212680577849117,0.9129213483146067,0.49398073836276085,0.5240770465489567,0.5682182985553772,0.056179775280898875,0.8651685393258427,0.07865168539325842,0.07865168539325842,0.16853932584269662,0.41894060995184584,0.7865168539325843,0.38884430176565,0.3447030497592295,0.10256410256410256,12,117
MVTec,grid,17,0.1,0.46365914786967416,0.5263157894736842,0.4828738512949039,0.4653299916457811,0.5221386800334169,0.05263157894736842,0.15789473684210525,0.08771929824561403,0.08771929824561403,0.17543859649122806,0.04344193817878028,0.07017543859649122,0.06098579782790309,0.004177109440267279,0.10256410256410256,8,78
